date,date_popup,date_x_axis,year,temp
2010-03-24,2010年3月24日,2000-03-24,2010,13.936
2010-03-25,2010年3月25日,2000-03-25,2010,13.966
2010-03-26,2010年3月26日,2000-03-26,2010,13.973
2010-03-27,2010年3月27日,2000-03-27,2010,13.961
2010-03-28,2010年3月28日,2000-03-28,2010,14.02
2010-03-29,2010年3月29日,2000-03-29,2010,14.077
2010-03-30,2010年3月30日,2000-03-30,2010,14.174
2010-03-31,2010年3月31日,2000-03-31,2010,14.258
2010-04-01,2010年4月1日,2000-04-01,2010,14.3
2010-04-02,2010年4月2日,2000-04-02,2010,14.299
2010-04-03,2010年4月3日,2000-04-03,2010,14.318
2010-04-04,2010年4月4日,2000-04-04,2010,14.436
2010-04-05,2010年4月5日,2000-04-05,2010,14.513
2010-04-06,2010年4月6日,2000-04-06,2010,14.472
2010-04-07,2010年4月7日,2000-04-07,2010,14.441
2010-04-08,2010年4月8日,2000-04-08,2010,14.364
2010-04-09,2010年4月9日,2000-04-09,2010,14.346
2010-04-10,2010年4月10日,2000-04-10,2010,14.331
2010-04-11,2010年4月11日,2000-04-11,2010,14.343
2010-04-12,2010年4月12日,2000-04-12,2010,14.386
2010-04-13,2010年4月13日,2000-04-13,2010,14.414
2010-04-14,2010年4月14日,2000-04-14,2010,14.45
2010-04-15,2010年4月15日,2000-04-15,2010,14.63
2010-04-16,2010年4月16日,2000-04-16,2010,14.769
2010-04-17,2010年4月17日,2000-04-17,2010,14.873
2010-04-18,2010年4月18日,2000-04-18,2010,15.006
2010-04-19,2010年4月19日,2000-04-19,2010,15.061
2010-04-20,2010年4月20日,2000-04-20,2010,15.108
2010-04-21,2010年4月21日,2000-04-21,2010,15.065
2010-04-22,2010年4月22日,2000-04-22,2010,15.034
2010-04-23,2010年4月23日,2000-04-23,2010,15.034
2010-04-24,2010年4月24日,2000-04-24,2010,15.017
2010-04-25,2010年4月25日,2000-04-25,2010,15.025
2010-04-26,2010年4月26日,2000-04-26,2010,15.086
2010-04-27,2010年4月27日,2000-04-27,2010,15.095
2010-04-28,2010年4月28日,2000-04-28,2010,15.117
2010-04-29,2010年4月29日,2000-04-29,2010,15.112
2010-04-30,2010年4月30日,2000-04-30,2010,15.153
2010-05-01,2010年5月1日,2000-05-01,2010,15.207
2010-05-02,2010年5月2日,2000-05-02,2010,15.276
2010-05-03,2010年5月3日,2000-05-03,2010,15.308
2010-05-04,2010年5月4日,2000-05-04,2010,15.313
2010-05-05,2010年5月5日,2000-05-05,2010,15.328
2010-05-06,2010年5月6日,2000-05-06,2010,15.338
2010-05-07,2010年5月7日,2000-05-07,2010,15.355
2010-05-08,2010年5月8日,2000-05-08,2010,15.38
2010-05-09,2010年5月9日,2000-05-09,2010,15.397
2010-05-10,2010年5月10日,2000-05-10,2010,15.389
2010-05-11,2010年5月11日,2000-05-11,2010,15.369
2010-05-12,2010年5月12日,2000-05-12,2010,15.404
2010-05-13,2010年5月13日,2000-05-13,2010,15.455
2010-05-14,2010年5月14日,2000-05-14,2010,15.52
2010-05-15,2010年5月15日,2000-05-15,2010,15.535
2010-05-16,2010年5月16日,2000-05-16,2010,15.532
2010-05-17,2010年5月17日,2000-05-17,2010,15.537
2010-05-18,2010年5月18日,2000-05-18,2010,15.555
2010-05-19,2010年5月19日,2000-05-19,2010,15.574
2010-05-20,2010年5月20日,2000-05-20,2010,15.552
2010-05-21,2010年5月21日,2000-05-21,2010,15.551
2010-05-22,2010年5月22日,2000-05-22,2010,15.623
2010-05-23,2010年5月23日,2000-05-23,2010,15.618
2010-05-24,2010年5月24日,2000-05-24,2010,15.644
2010-05-25,2010年5月25日,2000-05-25,2010,15.675
2010-05-26,2010年5月26日,2000-05-26,2010,15.709
2010-05-27,2010年5月27日,2000-05-27,2010,15.745
2010-05-28,2010年5月28日,2000-05-28,2010,15.771
2010-05-29,2010年5月29日,2000-05-29,2010,15.816
2010-05-30,2010年5月30日,2000-05-30,2010,15.794
2010-05-31,2010年5月31日,2000-05-31,2010,15.735
2010-06-01,2010年6月1日,2000-06-01,2010,15.741
2010-06-02,2010年6月2日,2000-06-02,2010,15.816
2010-06-03,2010年6月3日,2000-06-03,2010,15.887
2010-06-04,2010年6月4日,2000-06-04,2010,15.951
2010-06-05,2010年6月5日,2000-06-05,2010,15.983
2010-06-06,2010年6月6日,2000-06-06,2010,16.006
2010-06-07,2010年6月7日,2000-06-07,2010,15.959
2010-06-08,2010年6月8日,2000-06-08,2010,15.908
2010-06-09,2010年6月9日,2000-06-09,2010,15.95
2010-06-10,2010年6月10日,2000-06-10,2010,15.986
2010-06-11,2010年6月11日,2000-06-11,2010,16.047
2010-06-12,2010年6月12日,2000-06-12,2010,16.134
2010-06-13,2010年6月13日,2000-06-13,2010,16.159
2010-06-14,2010年6月14日,2000-06-14,2010,16.178
2010-06-15,2010年6月15日,2000-06-15,2010,16.198
2010-06-16,2010年6月16日,2000-06-16,2010,16.202
2010-06-17,2010年6月17日,2000-06-17,2010,16.157
2010-06-18,2010年6月18日,2000-06-18,2010,16.2
2010-06-19,2010年6月19日,2000-06-19,2010,16.221
2010-06-20,2010年6月20日,2000-06-20,2010,16.223
2010-06-21,2010年6月21日,2000-06-21,2010,16.25
2010-06-22,2010年6月22日,2000-06-22,2010,16.281
2010-06-23,2010年6月23日,2000-06-23,2010,16.324
2010-06-24,2010年6月24日,2000-06-24,2010,16.383
2010-06-25,2010年6月25日,2000-06-25,2010,16.401
2010-06-26,2010年6月26日,2000-06-26,2010,16.368
2010-06-27,2010年6月27日,2000-06-27,2010,16.357
2010-06-28,2010年6月28日,2000-06-28,2010,16.373
2010-06-29,2010年6月29日,2000-06-29,2010,16.393
2010-06-30,2010年6月30日,2000-06-30,2010,16.332
2010-07-01,2010年7月1日,2000-07-01,2010,16.295
2010-07-02,2010年7月2日,2000-07-02,2010,16.208
2010-07-03,2010年7月3日,2000-07-03,2010,16.179
2010-07-04,2010年7月4日,2000-07-04,2010,16.213
2010-07-05,2010年7月5日,2000-07-05,2010,16.221
2010-07-06,2010年7月6日,2000-07-06,2010,16.24
2010-07-07,2010年7月7日,2000-07-07,2010,16.246
2010-07-08,2010年7月8日,2000-07-08,2010,16.331
2010-07-09,2010年7月9日,2000-07-09,2010,16.35
2010-07-10,2010年7月10日,2000-07-10,2010,16.423
2010-07-11,2010年7月11日,2000-07-11,2010,16.486
2010-07-12,2010年7月12日,2000-07-12,2010,16.46
2010-07-13,2010年7月13日,2000-07-13,2010,16.46
2010-07-14,2010年7月14日,2000-07-14,2010,16.444
2010-07-15,2010年7月15日,2000-07-15,2010,16.442
2010-07-16,2010年7月16日,2000-07-16,2010,16.46
2010-07-17,2010年7月17日,2000-07-17,2010,16.411
2010-07-18,2010年7月18日,2000-07-18,2010,16.37
2010-07-19,2010年7月19日,2000-07-19,2010,16.379
2010-07-20,2010年7月20日,2000-07-20,2010,16.384
2010-07-21,2010年7月21日,2000-07-21,2010,16.39
2010-07-22,2010年7月22日,2000-07-22,2010,16.414
2010-07-23,2010年7月23日,2000-07-23,2010,16.326
2010-07-24,2010年7月24日,2000-07-24,2010,16.243
2010-07-25,2010年7月25日,2000-07-25,2010,16.27
2010-07-26,2010年7月26日,2000-07-26,2010,16.339
2010-07-27,2010年7月27日,2000-07-27,2010,16.4
2010-07-28,2010年7月28日,2000-07-28,2010,16.428
2010-07-29,2010年7月29日,2000-07-29,2010,16.496
2010-07-30,2010年7月30日,2000-07-30,2010,16.498
2010-07-31,2010年7月31日,2000-07-31,2010,16.38
2010-08-01,2010年8月1日,2000-08-01,2010,16.271
2010-08-02,2010年8月2日,2000-08-02,2010,16.228
2010-08-03,2010年8月3日,2000-08-03,2010,16.162
2010-08-04,2010年8月4日,2000-08-04,2010,16.154
2010-08-05,2010年8月5日,2000-08-05,2010,16.188
2010-08-06,2010年8月6日,2000-08-06,2010,16.203
2010-08-07,2010年8月7日,2000-08-07,2010,16.245
2010-08-08,2010年8月8日,2000-08-08,2010,16.253
2010-08-09,2010年8月9日,2000-08-09,2010,16.207
2010-08-10,2010年8月10日,2000-08-10,2010,16.122
2010-08-11,2010年8月11日,2000-08-11,2010,16.102
2010-08-12,2010年8月12日,2000-08-12,2010,16.083
2010-08-13,2010年8月13日,2000-08-13,2010,16.05
2010-08-14,2010年8月14日,2000-08-14,2010,16.08
2010-08-15,2010年8月15日,2000-08-15,2010,16.185
2010-08-16,2010年8月16日,2000-08-16,2010,16.257
2010-08-17,2010年8月17日,2000-08-17,2010,16.28
2010-08-18,2010年8月18日,2000-08-18,2010,16.312
2010-08-19,2010年8月19日,2000-08-19,2010,16.395
2010-08-20,2010年8月20日,2000-08-20,2010,16.412
2010-08-21,2010年8月21日,2000-08-21,2010,16.448
2010-08-22,2010年8月22日,2000-08-22,2010,16.497
2010-08-23,2010年8月23日,2000-08-23,2010,16.463
2010-08-24,2010年8月24日,2000-08-24,2010,16.397
2010-08-25,2010年8月25日,2000-08-25,2010,16.349
2010-08-26,2010年8月26日,2000-08-26,2010,16.334
2010-08-27,2010年8月27日,2000-08-27,2010,16.307
2010-08-28,2010年8月28日,2000-08-28,2010,16.31
2010-08-29,2010年8月29日,2000-08-29,2010,16.268
2010-08-30,2010年8月30日,2000-08-30,2010,16.229
2010-08-31,2010年8月31日,2000-08-31,2010,16.182
2010-09-01,2010年9月1日,2000-09-01,2010,16.104
2010-09-02,2010年9月2日,2000-09-02,2010,16.008
2010-09-03,2010年9月3日,2000-09-03,2010,15.96
2010-09-04,2010年9月4日,2000-09-04,2010,15.898
2010-09-05,2010年9月5日,2000-09-05,2010,15.791
2010-09-06,2010年9月6日,2000-09-06,2010,15.649
2010-09-07,2010年9月7日,2000-09-07,2010,15.602
2010-09-08,2010年9月8日,2000-09-08,2010,15.636
2010-09-09,2010年9月9日,2000-09-09,2010,15.696
2010-09-10,2010年9月10日,2000-09-10,2010,15.668
2010-09-11,2010年9月11日,2000-09-11,2010,15.675
2010-09-12,2010年9月12日,2000-09-12,2010,15.628
2010-09-13,2010年9月13日,2000-09-13,2010,15.65
2010-09-14,2010年9月14日,2000-09-14,2010,15.663
2010-09-15,2010年9月15日,2000-09-15,2010,15.675
2010-09-16,2010年9月16日,2000-09-16,2010,15.718
2010-09-17,2010年9月17日,2000-09-17,2010,15.674
2010-09-18,2010年9月18日,2000-09-18,2010,15.685
2010-09-19,2010年9月19日,2000-09-19,2010,15.631
2010-09-20,2010年9月20日,2000-09-20,2010,15.575
2010-09-21,2010年9月21日,2000-09-21,2010,15.499
2010-09-22,2010年9月22日,2000-09-22,2010,15.47
2010-09-23,2010年9月23日,2000-09-23,2010,15.465
2010-09-24,2010年9月24日,2000-09-24,2010,15.42
2010-09-25,2010年9月25日,2000-09-25,2010,15.383
2010-09-26,2010年9月26日,2000-09-26,2010,15.382
2010-09-27,2010年9月27日,2000-09-27,2010,15.312
2010-09-28,2010年9月28日,2000-09-28,2010,15.273
2010-09-29,2010年9月29日,2000-09-29,2010,15.236
2010-09-30,2010年9月30日,2000-09-30,2010,15.178
2010-10-01,2010年10月1日,2000-10-01,2010,15.142
2010-10-02,2010年10月2日,2000-10-02,2010,15.119
2010-10-03,2010年10月3日,2000-10-03,2010,15.09
2010-10-04,2010年10月4日,2000-10-04,2010,15.081
2010-10-05,2010年10月5日,2000-10-05,2010,15.048
2010-10-06,2010年10月6日,2000-10-06,2010,15.051
2010-10-07,2010年10月7日,2000-10-07,2010,14.999
2010-10-08,2010年10月8日,2000-10-08,2010,14.939
2010-10-09,2010年10月9日,2000-10-09,2010,14.931
2010-10-10,2010年10月10日,2000-10-10,2010,14.937
2010-10-11,2010年10月11日,2000-10-11,2010,14.922
2010-10-12,2010年10月12日,2000-10-12,2010,14.895
2010-10-13,2010年10月13日,2000-10-13,2010,14.832
2010-10-14,2010年10月14日,2000-10-14,2010,14.786
2010-10-15,2010年10月15日,2000-10-15,2010,14.666
2010-10-16,2010年10月16日,2000-10-16,2010,14.528
2010-10-17,2010年10月17日,2000-10-17,2010,14.508
2010-10-18,2010年10月18日,2000-10-18,2010,14.536
2010-10-19,2010年10月19日,2000-10-19,2010,14.619
2010-10-20,2010年10月20日,2000-10-20,2010,14.644
2010-10-21,2010年10月21日,2000-10-21,2010,14.601
2010-10-22,2010年10月22日,2000-10-22,2010,14.493
2010-10-23,2010年10月23日,2000-10-23,2010,14.387
2010-10-24,2010年10月24日,2000-10-24,2010,14.34
2010-10-25,2010年10月25日,2000-10-25,2010,14.236
2010-10-26,2010年10月26日,2000-10-26,2010,14.132
2010-10-27,2010年10月27日,2000-10-27,2010,14.044
2010-10-28,2010年10月28日,2000-10-28,2010,14.019
2010-10-29,2010年10月29日,2000-10-29,2010,13.98
2010-10-30,2010年10月30日,2000-10-30,2010,13.987
2010-10-31,2010年10月31日,2000-10-31,2010,14.057
2010-11-01,2010年11月1日,2000-11-01,2010,14.053
2010-11-02,2010年11月2日,2000-11-02,2010,14.047
2010-11-03,2010年11月3日,2000-11-03,2010,14.033
2010-11-04,2010年11月4日,2000-11-04,2010,14.014
2010-11-05,2010年11月5日,2000-11-05,2010,14.019
2010-11-06,2010年11月6日,2000-11-06,2010,14.066
2010-11-07,2010年11月7日,2000-11-07,2010,14.097
2010-11-08,2010年11月8日,2000-11-08,2010,14.089
2010-11-09,2010年11月9日,2000-11-09,2010,14.081
2010-11-10,2010年11月10日,2000-11-10,2010,14.039
2010-11-11,2010年11月11日,2000-11-11,2010,13.998
2010-11-12,2010年11月12日,2000-11-12,2010,13.917
2010-11-13,2010年11月13日,2000-11-13,2010,13.849
2010-11-14,2010年11月14日,2000-11-14,2010,13.807
2010-11-15,2010年11月15日,2000-11-15,2010,13.781
2010-11-16,2010年11月16日,2000-11-16,2010,13.72
2010-11-17,2010年11月17日,2000-11-17,2010,13.654
2010-11-18,2010年11月18日,2000-11-18,2010,13.545
2010-11-19,2010年11月19日,2000-11-19,2010,13.504
2010-11-20,2010年11月20日,2000-11-20,2010,13.496
2010-11-21,2010年11月21日,2000-11-21,2010,13.439
2010-11-22,2010年11月22日,2000-11-22,2010,13.317
2010-11-23,2010年11月23日,2000-11-23,2010,13.23
2010-11-24,2010年11月24日,2000-11-24,2010,13.239
2010-11-25,2010年11月25日,2000-11-25,2010,13.181
2010-11-26,2010年11月26日,2000-11-26,2010,13.151
2010-11-27,2010年11月27日,2000-11-27,2010,13.145
2010-11-28,2010年11月28日,2000-11-28,2010,13.097
2010-11-29,2010年11月29日,2000-11-29,2010,13.01
2010-11-30,2010年11月30日,2000-11-30,2010,12.919
2010-12-01,2010年12月1日,2000-12-01,2010,12.837
2010-12-02,2010年12月2日,2000-12-02,2010,12.811
2010-12-03,2010年12月3日,2000-12-03,2010,12.807
2010-12-04,2010年12月4日,2000-12-04,2010,12.857
2010-12-05,2010年12月5日,2000-12-05,2010,12.824
2010-12-06,2010年12月6日,2000-12-06,2010,12.758
2010-12-07,2010年12月7日,2000-12-07,2010,12.771
2010-12-08,2010年12月8日,2000-12-08,2010,12.794
2010-12-09,2010年12月9日,2000-12-09,2010,12.846
2010-12-10,2010年12月10日,2000-12-10,2010,12.851
2010-12-11,2010年12月11日,2000-12-11,2010,12.811
2010-12-12,2010年12月12日,2000-12-12,2010,12.73
2010-12-13,2010年12月13日,2000-12-13,2010,12.683
2010-12-14,2010年12月14日,2000-12-14,2010,12.654
2010-12-15,2010年12月15日,2000-12-15,2010,12.635
2010-12-16,2010年12月16日,2000-12-16,2010,12.727
2010-12-17,2010年12月17日,2000-12-17,2010,12.796
2010-12-18,2010年12月18日,2000-12-18,2010,12.807
2010-12-19,2010年12月19日,2000-12-19,2010,12.809
2010-12-20,2010年12月20日,2000-12-20,2010,12.807
2010-12-21,2010年12月21日,2000-12-21,2010,12.822
2010-12-22,2010年12月22日,2000-12-22,2010,12.869
2010-12-23,2010年12月23日,2000-12-23,2010,12.868
2010-12-24,2010年12月24日,2000-12-24,2010,12.802
2010-12-25,2010年12月25日,2000-12-25,2010,12.748
2010-12-26,2010年12月26日,2000-12-26,2010,12.718
2010-12-27,2010年12月27日,2000-12-27,2010,12.641
2010-12-28,2010年12月28日,2000-12-28,2010,12.575
2010-12-29,2010年12月29日,2000-12-29,2010,12.596
2010-12-30,2010年12月30日,2000-12-30,2010,12.595
2010-12-31,2010年12月31日,2000-12-31,2010,12.556
2011-01-01,2011年1月1日,2000-01-01,2011,12.407
2011-01-02,2011年1月2日,2000-01-02,2011,12.422
2011-01-03,2011年1月3日,2000-01-03,2011,12.422
2011-01-04,2011年1月4日,2000-01-04,2011,12.433
2011-01-05,2011年1月5日,2000-01-05,2011,12.43
2011-01-06,2011年1月6日,2000-01-06,2011,12.45
2011-01-07,2011年1月7日,2000-01-07,2011,12.485
2011-01-08,2011年1月8日,2000-01-08,2011,12.487
2011-01-09,2011年1月9日,2000-01-09,2011,12.429
2011-01-10,2011年1月10日,2000-01-10,2011,12.382
2011-01-11,2011年1月11日,2000-01-11,2011,12.335
2011-01-12,2011年1月12日,2000-01-12,2011,12.324
2011-01-13,2011年1月13日,2000-01-13,2011,12.364
2011-01-14,2011年1月14日,2000-01-14,2011,12.412
2011-01-15,2011年1月15日,2000-01-15,2011,12.377
2011-01-16,2011年1月16日,2000-01-16,2011,12.362
2011-01-17,2011年1月17日,2000-01-17,2011,12.35
2011-01-18,2011年1月18日,2000-01-18,2011,12.331
2011-01-19,2011年1月19日,2000-01-19,2011,12.295
2011-01-20,2011年1月20日,2000-01-20,2011,12.234
2011-01-21,2011年1月21日,2000-01-21,2011,12.225
2011-01-22,2011年1月22日,2000-01-22,2011,12.239
2011-01-23,2011年1月23日,2000-01-23,2011,12.202
2011-01-24,2011年1月24日,2000-01-24,2011,12.244
2011-01-25,2011年1月25日,2000-01-25,2011,12.381
2011-01-26,2011年1月26日,2000-01-26,2011,12.489
2011-01-27,2011年1月27日,2000-01-27,2011,12.535
2011-01-28,2011年1月28日,2000-01-28,2011,12.623
2011-01-29,2011年1月29日,2000-01-29,2011,12.664
2011-01-30,2011年1月30日,2000-01-30,2011,12.68
2011-01-31,2011年1月31日,2000-01-31,2011,12.654
2011-02-01,2011年2月1日,2000-02-01,2011,12.63
2011-02-02,2011年2月2日,2000-02-02,2011,12.629
2011-02-03,2011年2月3日,2000-02-03,2011,12.677
2011-02-04,2011年2月4日,2000-02-04,2011,12.682
2011-02-05,2011年2月5日,2000-02-05,2011,12.674
2011-02-06,2011年2月6日,2000-02-06,2011,12.605
2011-02-07,2011年2月7日,2000-02-07,2011,12.54
2011-02-08,2011年2月8日,2000-02-08,2011,12.518
2011-02-09,2011年2月9日,2000-02-09,2011,12.478
2011-02-10,2011年2月10日,2000-02-10,2011,12.433
2011-02-11,2011年2月11日,2000-02-11,2011,12.443
2011-02-12,2011年2月12日,2000-02-12,2011,12.485
2011-02-13,2011年2月13日,2000-02-13,2011,12.516
2011-02-14,2011年2月14日,2000-02-14,2011,12.565
2011-02-15,2011年2月15日,2000-02-15,2011,12.725
2011-02-16,2011年2月16日,2000-02-16,2011,12.8
2011-02-17,2011年2月17日,2000-02-17,2011,12.84
2011-02-18,2011年2月18日,2000-02-18,2011,12.814
2011-02-19,2011年2月19日,2000-02-19,2011,12.738
2011-02-20,2011年2月20日,2000-02-20,2011,12.665
2011-02-21,2011年2月21日,2000-02-21,2011,12.629
2011-02-22,2011年2月22日,2000-02-22,2011,12.612
2011-02-23,2011年2月23日,2000-02-23,2011,12.617
2011-02-24,2011年2月24日,2000-02-24,2011,12.582
2011-02-25,2011年2月25日,2000-02-25,2011,12.558
2011-02-26,2011年2月26日,2000-02-26,2011,12.562
2011-02-27,2011年2月27日,2000-02-27,2011,12.632
2011-02-28,2011年2月28日,2000-02-28,2011,12.696
2011-03-01,2011年3月1日,2000-03-01,2011,12.703
2011-03-02,2011年3月2日,2000-03-02,2011,12.705
2011-03-03,2011年3月3日,2000-03-03,2011,12.784
2011-03-04,2011年3月4日,2000-03-04,2011,12.812
2011-03-05,2011年3月5日,2000-03-05,2011,12.913
2011-03-06,2011年3月6日,2000-03-06,2011,13.001
2011-03-07,2011年3月7日,2000-03-07,2011,13.023
2011-03-08,2011年3月8日,2000-03-08,2011,13.081
2011-03-09,2011年3月9日,2000-03-09,2011,13.079
2011-03-10,2011年3月10日,2000-03-10,2011,13.091
2011-03-11,2011年3月11日,2000-03-11,2011,13.156
2011-03-12,2011年3月12日,2000-03-12,2011,13.222
2011-03-13,2011年3月13日,2000-03-13,2011,13.225
2011-03-14,2011年3月14日,2000-03-14,2011,13.259
2011-03-15,2011年3月15日,2000-03-15,2011,13.274
2011-03-16,2011年3月16日,2000-03-16,2011,13.347
2011-03-17,2011年3月17日,2000-03-17,2011,13.389
2011-03-18,2011年3月18日,2000-03-18,2011,13.446
2011-03-19,2011年3月19日,2000-03-19,2011,13.508
2011-03-20,2011年3月20日,2000-03-20,2011,13.555
2011-03-21,2011年3月21日,2000-03-21,2011,13.597
2011-03-22,2011年3月22日,2000-03-22,2011,13.62
2011-03-23,2011年3月23日,2000-03-23,2011,13.654
2011-03-24,2011年3月24日,2000-03-24,2011,13.742
2011-03-25,2011年3月25日,2000-03-25,2011,13.752
2011-03-26,2011年3月26日,2000-03-26,2011,13.799
2011-03-27,2011年3月27日,2000-03-27,2011,13.878
2011-03-28,2011年3月28日,2000-03-28,2011,13.986
2011-03-29,2011年3月29日,2000-03-29,2011,14.058
2011-03-30,2011年3月30日,2000-03-30,2011,14.067
2011-03-31,2011年3月31日,2000-03-31,2011,14.117
2011-04-01,2011年4月1日,2000-04-01,2011,14.137
2011-04-02,2011年4月2日,2000-04-02,2011,14.041
2011-04-03,2011年4月3日,2000-04-03,2011,14.009
2011-04-04,2011年4月4日,2000-04-04,2011,13.929
2011-04-05,2011年4月5日,2000-04-05,2011,13.852
2011-04-06,2011年4月6日,2000-04-06,2011,13.816
2011-04-07,2011年4月7日,2000-04-07,2011,13.86
2011-04-08,2011年4月8日,2000-04-08,2011,13.897
2011-04-09,2011年4月9日,2000-04-09,2011,14.007
2011-04-10,2011年4月10日,2000-04-10,2011,14.084
2011-04-11,2011年4月11日,2000-04-11,2011,14.161
2011-04-12,2011年4月12日,2000-04-12,2011,14.249
2011-04-13,2011年4月13日,2000-04-13,2011,14.372
2011-04-14,2011年4月14日,2000-04-14,2011,14.482
2011-04-15,2011年4月15日,2000-04-15,2011,14.499
2011-04-16,2011年4月16日,2000-04-16,2011,14.485
2011-04-17,2011年4月17日,2000-04-17,2011,14.572
2011-04-18,2011年4月18日,2000-04-18,2011,14.666
2011-04-19,2011年4月19日,2000-04-19,2011,14.673
2011-04-20,2011年4月20日,2000-04-20,2011,14.623
2011-04-21,2011年4月21日,2000-04-21,2011,14.612
2011-04-22,2011年4月22日,2000-04-22,2011,14.637
2011-04-23,2011年4月23日,2000-04-23,2011,14.668
2011-04-24,2011年4月24日,2000-04-24,2011,14.761
2011-04-25,2011年4月25日,2000-04-25,2011,14.902
2011-04-26,2011年4月26日,2000-04-26,2011,14.978
2011-04-27,2011年4月27日,2000-04-27,2011,15.005
2011-04-28,2011年4月28日,2000-04-28,2011,14.989
2011-04-29,2011年4月29日,2000-04-29,2011,15.009
2011-04-30,2011年4月30日,2000-04-30,2011,14.981
2011-05-01,2011年5月1日,2000-05-01,2011,14.866
2011-05-02,2011年5月2日,2000-05-02,2011,14.769
2011-05-03,2011年5月3日,2000-05-03,2011,14.741
2011-05-04,2011年5月4日,2000-05-04,2011,14.843
2011-05-05,2011年5月5日,2000-05-05,2011,14.964
2011-05-06,2011年5月6日,2000-05-06,2011,15.042
2011-05-07,2011年5月7日,2000-05-07,2011,15.131
2011-05-08,2011年5月8日,2000-05-08,2011,15.129
2011-05-09,2011年5月9日,2000-05-09,2011,15.105
2011-05-10,2011年5月10日,2000-05-10,2011,15.128
2011-05-11,2011年5月11日,2000-05-11,2011,15.175
2011-05-12,2011年5月12日,2000-05-12,2011,15.143
2011-05-13,2011年5月13日,2000-05-13,2011,15.146
2011-05-14,2011年5月14日,2000-05-14,2011,15.171
2011-05-15,2011年5月15日,2000-05-15,2011,15.164
2011-05-16,2011年5月16日,2000-05-16,2011,15.216
2011-05-17,2011年5月17日,2000-05-17,2011,15.267
2011-05-18,2011年5月18日,2000-05-18,2011,15.299
2011-05-19,2011年5月19日,2000-05-19,2011,15.352
2011-05-20,2011年5月20日,2000-05-20,2011,15.433
2011-05-21,2011年5月21日,2000-05-21,2011,15.516
2011-05-22,2011年5月22日,2000-05-22,2011,15.545
2011-05-23,2011年5月23日,2000-05-23,2011,15.496
2011-05-24,2011年5月24日,2000-05-24,2011,15.492
2011-05-25,2011年5月25日,2000-05-25,2011,15.536
2011-05-26,2011年5月26日,2000-05-26,2011,15.531
2011-05-27,2011年5月27日,2000-05-27,2011,15.553
2011-05-28,2011年5月28日,2000-05-28,2011,15.573
2011-05-29,2011年5月29日,2000-05-29,2011,15.603
2011-05-30,2011年5月30日,2000-05-30,2011,15.669
2011-05-31,2011年5月31日,2000-05-31,2011,15.743
2011-06-01,2011年6月1日,2000-06-01,2011,15.768
2011-06-02,2011年6月2日,2000-06-02,2011,15.769
2011-06-03,2011年6月3日,2000-06-03,2011,15.825
2011-06-04,2011年6月4日,2000-06-04,2011,15.874
2011-06-05,2011年6月5日,2000-06-05,2011,15.911
2011-06-06,2011年6月6日,2000-06-06,2011,16.005
2011-06-07,2011年6月7日,2000-06-07,2011,16.105
2011-06-08,2011年6月8日,2000-06-08,2011,16.137
2011-06-09,2011年6月9日,2000-06-09,2011,16.091
2011-06-10,2011年6月10日,2000-06-10,2011,16.024
2011-06-11,2011年6月11日,2000-06-11,2011,16.01
2011-06-12,2011年6月12日,2000-06-12,2011,16.025
2011-06-13,2011年6月13日,2000-06-13,2011,15.996
2011-06-14,2011年6月14日,2000-06-14,2011,16.007
2011-06-15,2011年6月15日,2000-06-15,2011,16.055
2011-06-16,2011年6月16日,2000-06-16,2011,16.121
2011-06-17,2011年6月17日,2000-06-17,2011,16.154
2011-06-18,2011年6月18日,2000-06-18,2011,16.174
2011-06-19,2011年6月19日,2000-06-19,2011,16.204
2011-06-20,2011年6月20日,2000-06-20,2011,16.208
2011-06-21,2011年6月21日,2000-06-21,2011,16.225
2011-06-22,2011年6月22日,2000-06-22,2011,16.198
2011-06-23,2011年6月23日,2000-06-23,2011,16.185
2011-06-24,2011年6月24日,2000-06-24,2011,16.21
2011-06-25,2011年6月25日,2000-06-25,2011,16.21
2011-06-26,2011年6月26日,2000-06-26,2011,16.185
2011-06-27,2011年6月27日,2000-06-27,2011,16.129
2011-06-28,2011年6月28日,2000-06-28,2011,16.123
2011-06-29,2011年6月29日,2000-06-29,2011,16.125
2011-06-30,2011年6月30日,2000-06-30,2011,16.155
2011-07-01,2011年7月1日,2000-07-01,2011,16.172
2011-07-02,2011年7月2日,2000-07-02,2011,16.197
2011-07-03,2011年7月3日,2000-07-03,2011,16.215
2011-07-04,2011年7月4日,2000-07-04,2011,16.321
2011-07-05,2011年7月5日,2000-07-05,2011,16.327
2011-07-06,2011年7月6日,2000-07-06,2011,16.348
2011-07-07,2011年7月7日,2000-07-07,2011,16.41
2011-07-08,2011年7月8日,2000-07-08,2011,16.42
2011-07-09,2011年7月9日,2000-07-09,2011,16.492
2011-07-10,2011年7月10日,2000-07-10,2011,16.549
2011-07-11,2011年7月11日,2000-07-11,2011,16.603
2011-07-12,2011年7月12日,2000-07-12,2011,16.61
2011-07-13,2011年7月13日,2000-07-13,2011,16.588
2011-07-14,2011年7月14日,2000-07-14,2011,16.572
2011-07-15,2011年7月15日,2000-07-15,2011,16.519
2011-07-16,2011年7月16日,2000-07-16,2011,16.509
2011-07-17,2011年7月17日,2000-07-17,2011,16.529
2011-07-18,2011年7月18日,2000-07-18,2011,16.536
